Id: 1, Sentence: My body cast a shadow over the grass. The sun was rising. it was cut., Option1: the grass, Option2: the grass, Answer: the grass
Id: 692, Sentence: The engine of the airplane was faulty. it crashed. The pilot made an error., Option1: the airplane, Option2: the airplane, Answer: the airplane
Id: 693, Sentence: The passenger on the airplane made a distracting noise. it crashed. The pilot made an error., Option1: the airplane, Option2: the airplane, Answer: the airplane
Id: 694, Sentence: The boy lost hold of the bar of soap. it was slippery. The bar emitted a fragrance., Option1: the bar, Option2: the bar, Answer: the bar
Id: 695, Sentence: The boy lost hold of the bar of soap. The bar was slippery. it emitted a fragrance., Option1: the bar, Option2: the bar, Answer: the bar
Id: 696, Sentence: The boy lost hold of the bar of soap. The bar was slippery. The bar emitted it., Option1: a fragrance, Option2: a fragrance, Answer: a fragrance
Id: 697, Sentence: The boy lost sniffed the bar of soap. The bar emitted it. The bar was slippery., Option1: a fragrance, Option2: a fragrance, Answer: a fragrance
Id: 698, Sentence: The boy lost sniffed the bar of soap. The bar emitted a fragrance. it was slippery., Option1: the bar, Option2: the bar, Answer: the bar
Id: 699, Sentence: The boy lost sniffed the bar of soap. The bar emitted a fragrance. it was slippery., Option1: the bar, Option2: the bar, Answer: the bar
Id: 700, Sentence: The button on my shirt fell off. I sewed it back on. I glued the button back on., Option1: the button, Option2: the button, Answer: the button
Id: 701, Sentence: The button on my shirt fell off. I sewed the button back on. it glued the button back on., Option1: i, Option2: i, Answer: i
Id: 702, Sentence: The button on my shirt fell off. I sewed the button back on. I glued it back on., Option1: the button, Option2: the button, Answer: the button
Id: 703, Sentence: The button on my laptop fell off. I sewed it back on. I glued the button back on., Option1: the button, Option2: the button, Answer: the button
Id: 704, Sentence: The button on my laptop fell off. I sewed the button back on. it glued the button back on., Option1: i, Option2: i, Answer: i
Id: 705, Sentence: The button on my laptop fell off. I sewed the button back on. I glued it back on., Option1: the button, Option2: the button, Answer: the button
Id: 706, Sentence: The celebrity wore sunglasses. She wanted to avoid recognition. She wanted to thank it., Option1: her fans, Option2: her fans, Answer: her fans
Id: 707, Sentence: The celebrity took off her sunglasses. She wanted to avoid recognition. She wanted to thank it., Option1: her fans, Option2: her fans, Answer: her fans
Id: 708, Sentence: My grandmother passed away. My family held a reunion. it held a funeral., Option1: my family, Option2: my family, Answer: my family
Id: 709, Sentence: My grandmother passed by. My family held a reunion. it held a funeral., Option1: my family, Option2: my family, Answer: my family
Id: 710, Sentence: The police officer pulled over the celebrity. The celebrity sued it. The celebrity offered the officer a bribe., Option1: the police officer, Option2: the police officer, Answer: the police officer
Id: 711, Sentence: The police officer pulled over the celebrity. The celebrity sued the police officer. The celebrity offered the officer it., Option1: a bribe, Option2: a bribe, Answer: a bribe
Id: 712, Sentence: The police officer pulled over the celebrity. The celebrity sued the police officer. it offered the officer a bribe., Option1: the celebrity, Option2: the celebrity, Answer: the celebrity
Id: 713, Sentence: The police officer pulled the celebrity by the wrist. The celebrity offered it a bribe. The celebrity sued the police officer., Option1: the officer, Option2: the officer, Answer: the officer
Id: 714, Sentence: The police officer pulled the celebrity by the wrist. The celebrity offered the officer a bribe. The celebrity sued it., Option1: the police officer, Option2: the police officer, Answer: the police officer
Id: 715, Sentence: The police officer pulled the celebrity by the wrist. The celebrity offered the officer a bribe. The celebrity sued it., Option1: the police officer, Option2: the police officer, Answer: the police officer
Id: 716, Sentence: The man revealed personal information to the therapist. He trusted it. He disagreed with the therapist., Option1: the therapist, Option2: the therapist, Answer: the therapist
Id: 717, Sentence: The man revealed personal information to the therapist. He trusted the therapist. it disagreed with tit titrapist., Option1: he, Option2: he, Answer: he
Id: 718, Sentence: The man revealed personal information to the therapist. He trusted the therapist. it disagreed with tit titrapist., Option1: he, Option2: he, Answer: he
Id: 719, Sentence: The man withheld personal information from the therapist. He trusted it. He disagreed with the therapist., Option1: the therapist, Option2: the therapist, Answer: the therapist
Id: 720, Sentence: The man withheld personal information from the therapist. He trusted the therapist. He disagreed with it., Option1: the therapist, Option2: the therapist, Answer: the therapist
Id: 721, Sentence: The man withheld personal information from the therapist. He trusted the therapist. He disagreed with it., Option1: the therapist, Option2: the therapist, Answer: the therapist
Id: 722, Sentence: The man fell unconscious. The assailant took the man's wallet. it struck the man in the head., Option1: the assailant, Option2: the assailant, Answer: the assailant
Id: 723, Sentence: The man fell unconscious. The assailant took the man's wallet. The assailant struck it in the head., Option1: the man, Option2: the man, Answer: the man
Id: 724, Sentence: The man lost the credit card. The assailant struck the man in it. The assailant took the man's wallet., Option1: the head, Option2: the head, Answer: the head
Id: 725, Sentence: The man lost the credit card. The assailant struck the man in the head. The assailant took it., Option1: the man's wallet, Option2: the man's wallet, Answer: the man's wallet
Id: 726, Sentence: I approached the man. He looked familiar. it looked busy., Option1: he, Option2: he, Answer: he
Id: 727, Sentence: I did not approach the man. He looked familiar. it looked busy., Option1: he, Option2: he, Answer: he
Id: 728, Sentence: The leader received praise. He fought poverty. it raised taxes., Option1: he, Option2: he, Answer: he
Id: 729, Sentence: The leader received opposition. He fought poverty. it raised taxes., Option1: he, Option2: he, Answer: he
Id: 730, Sentence: The man read the cartoon in the newspaper. He chuckled. it sipped coffee., Option1: he, Option2: he, Answer: he
Id: 731, Sentence: The man felt cold while reading the newspaper. He chuckled. He sipped it., Option1: coffee, Option2: coffee, Answer: coffee
Id: 732, Sentence: The bananas ripened. We ate them. We squeezed it., Option1: them, Option2: them, Answer: them
Id: 733, Sentence: The pimples ripened. We squeezed them. it ate them., Option1: we, Option2: we, Answer: we
Id: 734, Sentence: The chef pressed down on the dough. it flattened. The dough crumbled., Option1: the dough, Option2: the dough, Answer: the dough
Id: 735, Sentence: The chef pressed down on the dough. The dough flattened. it crumbled., Option1: the dough, Option2: the dough, Answer: the dough
Id: 736, Sentence: The chef pressed down on the dough. The dough flattened. it crumbled., Option1: the dough, Option2: the dough, Answer: the dough
Id: 737, Sentence: The chef pressed down on the dry dough. The dough flattened. it crumbled., Option1: the dough, Option2: the dough, Answer: the dough
Id: 738, Sentence: The clay hardened. The potter put the clay in it. The potter rolled the clay into a ball., Option1: the oven, Option2: the oven, Answer: the oven
Id: 739, Sentence: The clay hardened. The potter put the clay in the oven. The potter rolled the clay into it., Option1: a ball, Option2: a ball, Answer: a ball
Id: 740, Sentence: The clay hardened. The potter put the clay in the oven. it rolled the clay into a ball., Option1: the potter, Option2: the potter, Answer: the potter
Id: 741, Sentence: The clay took shape. The potter put it in the oven. The potter rolled the clay into a ball., Option1: the clay, Option2: the clay, Answer: the clay
Id: 742, Sentence: The clay took shape. The potter put the clay in the oven. it rolled the clay into a ball., Option1: the potter, Option2: the potter, Answer: the potter
Id: 743, Sentence: The clay took shape. The potter put the clay in the oven. The potter rolled the clay into it., Option1: a ball, Option2: a ball, Answer: a ball
Id: 744, Sentence: My feet were blistered. I went swimming. it went hitkitng., Option1: i, Option2: i, Answer: i
Id: 745, Sentence: My skin was dry. I went hiking. it went switmmitng., Option1: i, Option2: i, Answer: i
Id: 746, Sentence: The woman betrayed her friend. it friend cut off contact with it. Her friend sent her a greeting card., Option1: her, Option2: her, Answer: her
Id: 747, Sentence: The woman betrayed her friend. Her friend cut off contact with her. it sent her a greeting card., Option1: her friend, Option2: her friend, Answer: her friend
Id: 748, Sentence: The woman betrayed her friend. Her friend cut off contact with her. it friend sent it a greeting card., Option1: her, Option2: her, Answer: her
Id: 749, Sentence: The woman stood by her friend. it friend cut off contact with it. Her friend sent her a greeting card., Option1: her, Option2: her, Answer: her
Id: 750, Sentence: The woman stood by her friend. Her friend cut off contact with her. it sent her a greeting card., Option1: her friend, Option2: her friend, Answer: her friend
Id: 751, Sentence: The woman stood by her friend. Her friend cut off contact with her. it sent her a greeting card., Option1: her friend, Option2: her friend, Answer: her friend
Id: 752, Sentence: The man took notice of the woman. He caught a whiff of her perfume. He had it turned to her., Option1: his back, Option2: his back, Answer: his back
Id: 753, Sentence: The man never noticed the woman. He had his back turned to her. it caught a whiff of itr perfume., Option1: he, Option2: he, Answer: he
Id: 754, Sentence: The woman and her boyfriend got into a fight. They planned a vacation together. it stopped seeing each other., Option1: they, Option2: they, Answer: they
Id: 755, Sentence: The woman and her boyfriend got engaged. They stopped seeing each other. it planned a vacation together., Option1: they, Option2: they, Answer: they
Id: 756, Sentence: The bully stuck his foot out in front of his classmate. The bully picked up it. The bully's classmate tripped., Option1: his classmate, Option2: his classmate, Answer: his classmate
Id: 757, Sentence: The bully stuck did not like his classmate. it picked up his classmate. The bully's classmate tripped., Option1: the bully, Option2: the bully, Answer: the bully
Id: 758, Sentence: The man wanted to get revenge on his enemy. The man declared it with his enemy. The man framed his enemy for a crime., Option1: a truce, Option2: a truce, Answer: a truce
Id: 759, Sentence: The man wanted to get revenge on his enemy. The man declared a truce with his enemy. The man framed it for a crime., Option1: his enemy, Option2: his enemy, Answer: his enemy
Id: 760, Sentence: The man wanted to get revenge on his enemy. The man declared a truce with his enemy. it framed his enemy for a crime., Option1: the man, Option2: the man, Answer: the man
Id: 761, Sentence: The man wanted to get peace with his enemy. The man declared it with his enemy. The man framed his enemy for a crime., Option1: a truce, Option2: a truce, Answer: a truce
Id: 762, Sentence: The man wanted to get peace with his enemy. The man declared a truce with his enemy. The man framed it for a crime., Option1: his enemy, Option2: his enemy, Answer: his enemy
Id: 763, Sentence: The man wanted to get peace with his enemy. The man declared a truce with his enemy. The man framed it for a crime., Option1: his enemy, Option2: his enemy, Answer: his enemy
Id: 764, Sentence: I drank a cup of coffee. it nodded off to sleep. My yawning ceased., Option1: i, Option2: i, Answer: i
Id: 765, Sentence: I drank a glass of whisky. My yawning ceased. it nodded off to sleep., Option1: i, Option2: i, Answer: i
Id: 766, Sentence: The woman was mistaken for her sister. The woman was close with it. The woman looked like her sister., Option1: her sister, Option2: her sister, Answer: her sister
Id: 767, Sentence: The woman was mistaken for her sister. The woman was close with her sister. The woman looked like it., Option1: her sister, Option2: her sister, Answer: her sister
Id: 768, Sentence: The woman was mistaken for her sister. The woman was close with her sister. The woman looked like it., Option1: her sister, Option2: her sister, Answer: her sister
Id: 769, Sentence: The woman invited her sister for coffee. The woman looked like it. The woman was close with her sister., Option1: her sister, Option2: her sister, Answer: her sister
Id: 770, Sentence: The woman invited her sister for coffee. The woman looked like her sister. it was close with her sister., Option1: the woman, Option2: the woman, Answer: the woman
Id: 771, Sentence: The woman invited her sister for coffee. The woman looked like her sister. it was close with her sister., Option1: the woman, Option2: the woman, Answer: the woman
Id: 772, Sentence: The man made an error in his calculations. He checked his work. it was hasty., Option1: his work, Option2: his work, Answer: his work
Id: 773, Sentence: The man never made an error in his calculations. His work was hasty. He checked it., Option1: his work, Option2: his work, Answer: his work
Id: 774, Sentence: The woman's eyeglasses fogged up. She entered the sauna. She reclined by it., Option1: the pool, Option2: the pool, Answer: the pool
Id: 775, Sentence: The woman left her eyeglasses on. She reclined by the pool. She entered it., Option1: the sauna, Option2: the sauna, Answer: the sauna
Id: 776, Sentence: The shopper wondered about the cost of the item. He decided to buy it. He checked it., Option1: its price tag, Option2: its price tag, Answer: its price tag
Id: 777, Sentence: The shopper won a discount on the cost of the item. He decided to buy it. it citcked its price tag., Option1: he, Option2: he, Answer: he
Id: 778, Sentence: The host of the trivia show called on the contestant for an answer. The contestant rang the buzzer. The contestant was in it., Option1: the lead, Option2: the lead, Answer: the lead
Id: 779, Sentence: The host of the trivia show called on the contestant to pick a category. The contestant rang the buzzer. The contestant was in it., Option1: the lead, Option2: the lead, Answer: the lead
Id: 780, Sentence: The boy was afraid to go to bed. He watched a horror movie. He turned on it., Option1: his nightlight, Option2: his nightlight, Answer: his nightlight
Id: 781, Sentence: The boy was struggling to fall asleep. He turned on his nightlight. He watched it., Option1: a horror movie, Option2: a horror movie, Answer: a horror movie
Id: 782, Sentence: The woman wanted to be a doctor. She visited the hospital. She went to it., Option1: medical school, Option2: medical school, Answer: medical school
Id: 783, Sentence: The woman wanted to see a doctor. She went to medical school. it visited the hospital., Option1: she, Option2: she, Answer: she
Id: 784, Sentence: The boy found the television show boring. He recorded it. it shut it off., Option1: he, Option2: he, Answer: he
Id: 785, Sentence: The boy found the television show interesting. He shut it off. He recorded it., Option1: it, Option2: it, Answer: it
Id: 786, Sentence: My daughter suffered an allergy attack. I took her to the emergency room. I encouraged it to take deep breaths., Option1: her, Option2: her, Answer: her
Id: 787, Sentence: My daughter suffered an panic attack. I encouraged her to take deep breaths. I took it to the emergency room., Option1: her, Option2: her, Answer: her
Id: 788, Sentence: The boy had trouble buttoning his shirt. He refused to wear the shirt. it asked his motitr for itlp., Option1: he, Option2: he, Answer: he
Id: 789, Sentence: The boy had trouble buttoning his tight shirt. He asked his mother for help. it refused to wear tit shirt., Option1: he, Option2: he, Answer: he
Id: 790, Sentence: I spit out my chewing gum. I blew it with the gum. The gum lost its flavor., Option1: a bubble, Option2: a bubble, Answer: a bubble
Id: 791, Sentence: I spit out my chewing gum. I blew a bubble with the gum. it lost its flavor., Option1: the gum, Option2: the gum, Answer: the gum
Id: 792, Sentence: I enjoyed my chewing gum. The gum lost its flavor. I blew it with the gum., Option1: a bubble, Option2: a bubble, Answer: a bubble
Id: 793, Sentence: I enjoyed my chewing gum. The gum lost its flavor. I blew a bubble with it., Option1: the gum, Option2: the gum, Answer: the gum
Id: 794, Sentence: The boy painted a picture for his mother. His mother sold the picture to it. His mother hung the picture on the wall., Option1: a gallery, Option2: a gallery, Answer: a gallery
Id: 795, Sentence: The boy painted a picture for his mother. His mother sold the picture to a gallery. His mother hung it on the wall., Option1: the picture, Option2: the picture, Answer: the picture
Id: 796, Sentence: The boy painted a picture for his mother. His mother sold the picture to a gallery. His mother hung the picture on it., Option1: the wall, Option2: the wall, Answer: the wall
Id: 797, Sentence: The mother no longer needed her son's picture. His mother sold the picture to a gallery. His mother hung it on the wall., Option1: the picture, Option2: the picture, Answer: the picture
Id: 798, Sentence: The competition ended. The teams shook hands. it got pumped up., Option1: the teams, Option2: the teams, Answer: the teams
Id: 799, Sentence: The finals were approaching. The teams shook hands. it got pumped up., Option1: the teams, Option2: the teams, Answer: the teams
Id: 800, Sentence: The girl politely declined the hamburger. She liked fast food. it was a vegetarian., Option1: she, Option2: she, Answer: she
Id: 801, Sentence: The girl politely accepted the hamburger. She was a vegetarian. She liked it., Option1: fast food, Option2: fast food, Answer: fast food
Id: 802, Sentence: I scrubbed the stain on the floor. I got rid of it. I got dirt on the floor., Option1: the stain, Option2: the stain, Answer: the stain
Id: 803, Sentence: I scrubbed the stain on the floor. I got rid of the stain. I got it on the floor., Option1: dirt, Option2: dirt, Answer: dirt
Id: 804, Sentence: I scrubbed the stain on the floor. I got rid of the stain. I got dirt on it., Option1: the floor, Option2: the floor, Answer: the floor
Id: 805, Sentence: I smeared the stain on the floor. it got ritd of the staitn. I got dirt on the floor., Option1: i, Option2: i, Answer: i
Id: 806, Sentence: I smeared the stain on the floor. I got rid of the stain. I got dirt on it., Option1: the floor, Option2: the floor, Answer: the floor
Id: 807, Sentence: I smeared the stain on the floor. I got rid of the stain. I got it on the floor., Option1: dirt, Option2: dirt, Answer: dirt
Id: 808, Sentence: The documents contained important information. I kept them in a secure place. it clipped them together., Option1: i paper, Option2: i paper, Answer: i paper
Id: 809, Sentence: The documents were loose. I paper clipped them together. it kept them itn a secure place., Option1: i, Option2: i, Answer: i
Id: 810, Sentence: The egg splattered. I dropped it. it boitled itt., Option1: i, Option2: i, Answer: i
Id: 811, Sentence: The egg hardened. I dropped it. it boitled itt., Option1: i, Option2: i, Answer: i
Id: 812, Sentence: The girl pushed her friend. it choked. Her friend fell over., Option1: her friend, Option2: her friend, Answer: her friend
Id: 813, Sentence: The girl pushed her friend. Her friend choked. it fell over., Option1: her friend, Option2: her friend, Answer: her friend
Id: 814, Sentence: The girl pushed her friend. Her friend choked. it fell over., Option1: her friend, Option2: her friend, Answer: her friend
Id: 815, Sentence: The girl strangled her friend. it choked. Her friend fell over., Option1: her friend, Option2: her friend, Answer: her friend
Id: 816, Sentence: The girl strangled her friend. Her friend choked. it fell over., Option1: her friend, Option2: her friend, Answer: her friend
Id: 817, Sentence: The girl strangled her friend. Her friend choked. it fell over., Option1: her friend, Option2: her friend, Answer: her friend
Id: 818, Sentence: A group of teenagers crashed the party. The host of it kicked them out. The host of the party invited them in., Option1: the party, Option2: the party, Answer: the party
Id: 819, Sentence: A group of teenagers crashed the party. The host of the party kicked them out. The host of it invited them in., Option1: the party, Option2: the party, Answer: the party
Id: 820, Sentence: A group of teenagers crashed the party. The host of the party kicked them out. The host of the party invited it in., Option1: them, Option2: them, Answer: them
Id: 821, Sentence: A group of teenagers helped organizing the party. The host of the party kicked it out. The host of the party invited them in., Option1: them, Option2: them, Answer: them
Id: 822, Sentence: A group of teenagers helped organizing the party. The host of the party kicked them out. The host of the party invited it in., Option1: them, Option2: them, Answer: them
Id: 823, Sentence: A group of teenagers helped organizing the party. The host of the party kicked them out. The host of it invited them in., Option1: the party, Option2: the party, Answer: the party
Id: 824, Sentence: The man took a shower. He opened a new bar of soap. He was it from working out., Option1: sweaty, Option2: sweaty, Answer: sweaty
Id: 825, Sentence: The man felt clean. He was sweaty from working out. it opened a new bar of soap., Option1: he, Option2: he, Answer: he
Id: 826, Sentence: The man felt thankful to be alive. He was cured of cancer. it was diagnosed with cancer., Option1: his wife, Option2: his wife, Answer: his wife
Id: 827, Sentence: The man felt depressed. His wife was diagnosed with cancer. He was cured of it., Option1: cancer, Option2: cancer, Answer: cancer
Id: 828, Sentence: The woman wrote a check to the gas company. She received her monthly bill. She preferred paying by it., Option1: cash, Option2: cash, Answer: cash
Id: 829, Sentence: The woman never used her credit card. She received her monthly bill. it preferred paying by cash., Option1: she, Option2: she, Answer: she
Id: 830, Sentence: The woman felt reluctant to switch careers. She made a lot of money in her current occupation. She endured a lot of stress in it., Option1: her current occupation, Option2: her current occupation, Answer: her current occupation
Id: 831, Sentence: The woman quit her job recently. She made a lot of money in her current occupation. She endured a lot of stress in it., Option1: her current occupation, Option2: her current occupation, Answer: her current occupation
Id: 832, Sentence: The woman filed a restraining order against the man. The man stalked it. The man called her., Option1: her, Option2: her, Answer: her
Id: 833, Sentence: The woman filed a restraining order against the man. The man stalked her. it called her., Option1: the man, Option2: the man, Answer: the man
Id: 834, Sentence: The woman filed a restraining order against the man. The man stalked her. The man called it., Option1: her, Option2: her, Answer: her
Id: 835, Sentence: The woman answered the phone. The man called her. The man stalked it., Option1: her, Option2: her, Answer: her
Id: 836, Sentence: The ocean tide was dangerous. The swimmers put on more sunscreen. The swimmers returned towards it., Option1: the shore, Option2: the shore, Answer: the shore
Id: 837, Sentence: The sun shined very brightly. The swimmers put on more sunscreen. it returned towards the shore., Option1: the swimmers, Option2: the swimmers, Answer: the swimmers
Id: 838, Sentence: The woman refused a second beer. She was familiar with the bartender. it was the designated driver for the night., Option1: she, Option2: she, Answer: she
Id: 839, Sentence: The woman stayed late in the bar. She was familiar with the bartender. She was the designated driver for it., Option1: the night, Option2: the night, Answer: the night
Id: 840, Sentence: I ran out of breath. I climbed several flights of it. I read several chapters of the book., Option1: stairs, Option2: stairs, Answer: stairs
Id: 841, Sentence: I ran out of breath. I climbed several flights of stairs. it read several chapters of the book., Option1: i, Option2: i, Answer: i
Id: 842, Sentence: I ran out of breath. I climbed several flights of stairs. I read it of the book., Option1: several chapters, Option2: several chapters, Answer: several chapters
Id: 843, Sentence: I understood the story. I read several chapters of it. I climbed several flights of stairs., Option1: the book, Option2: the book, Answer: the book
Id: 844, Sentence: I understood the story. I read several chapters of the book. it clitmbed several flitghts of staitrs., Option1: i, Option2: i, Answer: i
Id: 845, Sentence: I understood the story. I read several chapters of the book. I climbed several flights of it., Option1: stairs, Option2: stairs, Answer: stairs
Id: 846, Sentence: The woman was deemed mentally ill. She was sent to a psychiatric institution. She sought it as a psychiatrist., Option1: a career, Option2: a career, Answer: a career
Id: 847, Sentence: The woman studied mental disorder treatment. She was sent to a psychiatric institution. it sought a career as a psychiatrist., Option1: she, Option2: she, Answer: she
Id: 848, Sentence: The sun emerged from the clouds. The woman glanced at her watch. The woman took it off., Option1: her sweater, Option2: her sweater, Answer: her sweater
Id: 849, Sentence: The woman worried whether she would be late. The woman took it off. The woman glanced at her watch., Option1: her sweater, Option2: her sweater, Answer: her sweater
Id: 850, Sentence: The woman worried whether she would be late. The woman took her sweater off. The woman glanced at it., Option1: her watch, Option2: her watch, Answer: her watch
Id: 851, Sentence: The woman worried whether she would be late. The woman took her sweater off. The woman glanced at it., Option1: her watch, Option2: her watch, Answer: her watch
Id: 852, Sentence: The football coach lost his voice after the game. He whistled whenever a player scored a touchdown. He yelled whenever a player fumbled it., Option1: the ball, Option2: the ball, Answer: the ball
Id: 853, Sentence: The players called their coach "The Flute". He whistled whenever a player scored a touchdown. it yelled witnever a player fumbled tit ball., Option1: he, Option2: he, Answer: he
Id: 854, Sentence: The woman complimented the man. He blushed. it sneezed., Option1: he, Option2: he, Answer: he
Id: 855, Sentence: The man caught a cold. He sneezed. it blusitd., Option1: he, Option2: he, Answer: he
Id: 856, Sentence: I applied pressure to the cut on my arm. It healed. it stopped bleeding., Option1: it, Option2: it, Answer: it
Id: 857, Sentence: I applied ointment on my wound regularly. It stopped bleeding. it healed., Option1: it, Option2: it, Answer: it
Id: 858, Sentence: The woman had an infection. She washed her hands. She took it., Option1: antibiotics, Option2: antibiotics, Answer: antibiotics
Id: 859, Sentence: The woman was about to cook. She took antibiotics. it waitd her hands., Option1: she, Option2: she, Answer: she
Id: 860, Sentence: The woman was summoned for jury duty. She contacted her lawyer. it cancelled her appointments., Option1: she, Option2: she, Answer: she
Id: 861, Sentence: The woman wanted a divorce.  She cancelled her appointments. She contacted it., Option1: her lawyer, Option2: her lawyer, Answer: her lawyer
Id: 862, Sentence: The woman fanned herself with her hand. She installed the air conditioner in the room. The air conditioner in it broke., Option1: the room, Option2: the room, Answer: the room
Id: 863, Sentence: The woman's room is always cold. The air conditioner in the room broke. She installed it in the room., Option1: the air conditioner, Option2: the air conditioner, Answer: the air conditioner
Id: 864, Sentence: The doctors amputated the patient's leg. It was badly bruised. it was severely infected., Option1: it, Option2: it, Answer: it
Id: 865, Sentence: The doctor put an ice pack on the leg. It was badly bruised. it was severely infected., Option1: it, Option2: it, Answer: it
Id: 866, Sentence: The girl stared at herself in the mirror. She felt self-conscious. it was smudged., Option1: the mirror, Option2: the mirror, Answer: the mirror
Id: 867, Sentence: The man was bitten by mosquitoes. He fell asleep on his couch. He went camping in it., Option1: the woods, Option2: the woods, Answer: the woods
Id: 868, Sentence: The man felt unrested in the morning. He went camping in the woods. it fell asleep on his couch., Option1: he, Option2: he, Answer: he
Id: 869, Sentence: The woman presented her brother with a gift. it unwrapped the gift. Her brother refused to accept the gift., Option1: her brother, Option2: her brother, Answer: her brother
Id: 870, Sentence: The woman presented her brother with a gift. Her brother unwrapped the gift. Her brother refused to accept it., Option1: the gift, Option2: the gift, Answer: the gift
Id: 871, Sentence: The woman presented her brother with a gift. Her brother unwrapped the gift. it refused to accept the gift., Option1: her brother, Option2: her brother, Answer: her brother
Id: 872, Sentence: The woman's brother did not like the gift. it unwrapped the gift. Her brother refused to accept the gift., Option1: her brother, Option2: her brother, Answer: her brother
Id: 873, Sentence: The woman's brother did not like the gift. Her brother unwrapped the gift. it refused to accept the gift., Option1: her brother, Option2: her brother, Answer: her brother
Id: 874, Sentence: The woman's brother did not like the gift. Her brother unwrapped the gift. Her brother refused to accept it., Option1: the gift, Option2: the gift, Answer: the gift
Id: 875, Sentence: The administrator cleared her throat. The meeting was postponed. it commenced., Option1: the meeting, Option2: the meeting, Answer: the meeting
Id: 876, Sentence: Most members were unable to join. The meeting was postponed. it commenced., Option1: the meeting, Option2: the meeting, Answer: the meeting
Id: 877, Sentence: The children ran through the sprinkler. They were hot. it ate popsicles., Option1: they, Option2: they, Answer: they
Id: 878, Sentence: The children had a toothache. They ate popsicles. it were hot., Option1: they, Option2: they, Answer: they
Id: 879, Sentence: The man needed coins to fill the parking meter. He begged people on the street for loose change. He searched under his car seats for it., Option1: loose change, Option2: loose change, Answer: loose change
Id: 880, Sentence: The poor man recently lost his job. He searched under his car seats for loose change. He begged it on the street for loose change., Option1: people, Option2: people, Answer: people
Id: 881, Sentence: The scientist gained recognition. She discovered a new species. She received tenure at it., Option1: the university, Option2: the university, Answer: the university
Id: 882, Sentence: The scientist continued with her ongoing research. She received tenure at the university. it discovered a new species., Option1: she, Option2: she, Answer: she
Id: 883, Sentence: The car stopped at the crosswalk. The pedestrian crossed the road. The pedestrian waited on it., Option1: the sidewalk, Option2: the sidewalk, Answer: the sidewalk
Id: 884, Sentence: The pedestrian crossing signal turned red. The pedestrian waited on the sidewalk. it crossed the road., Option1: the pedestrian, Option2: the pedestrian, Answer: the pedestrian
Id: 885, Sentence: The boy giggled uncontrollably. His brother tickled him. it kicked him., Option1: his brother, Option2: his brother, Answer: his brother
Id: 886, Sentence: The boy started crying loudly. His brother kicked him. His brother tickled it., Option1: him, Option2: him, Answer: him
Id: 887, Sentence: My knees buckled on the stairs. I caught myself on the railing. it came loose from the wall., Option1: the railing, Option2: the railing, Answer: the railing
Id: 888, Sentence: I pulled too hard on the railing. The railing came loose from it. I caught myself on the railing., Option1: the wall, Option2: the wall, Answer: the wall
Id: 889, Sentence: I pulled too hard on the railing. The railing came loose from the wall. I caught myself on it., Option1: the railing, Option2: the railing, Answer: the railing
Id: 890, Sentence: I pulled too hard on the railing. The railing came loose from the wall. I caught it on the railing., Option1: myself, Option2: myself, Answer: myself
Id: 891, Sentence: I went to bed. It was a clear night. it was late., Option1: it, Option2: it, Answer: it
Id: 892, Sentence: I saw the stars. It was a clear night. it was late., Option1: it, Option2: it, Answer: it
Id: 893, Sentence: My friend was recovering from surgery. I dropped her off at the hospital. I brought her it and flowers., Option1: a card, Option2: a card, Answer: a card
Id: 894, Sentence: My friend had to go for a health checkup. I brought her a card and flowers. I dropped her off at it., Option1: the hospital, Option2: the hospital, Answer: the hospital
Id: 895, Sentence: The DJ turned the music on. People began to dance. People left it., Option1: the party, Option2: the party, Answer: the party
Id: 896, Sentence: The DJ did not play good music. People began to dance. People left it., Option1: the party, Option2: the party, Answer: the party
Id: 897, Sentence: I lingered in bed upon awakening. it was hungry. It was Saturday., Option1: i, Option2: i, Answer: i
Id: 898, Sentence: The man lifted the heavy box. He scratched his back. He put out it., Option1: his back, Option2: his back, Answer: his back
Id: 899, Sentence: The man was bitten by insects. He scratched his back. He put out it., Option1: his back, Option2: his back, Answer: his back
Id: 900, Sentence: The woman's purse was missing. It contained a lot of junk. She left it unsupervised., Option1: it, Option2: it, Answer: it
Id: 901, Sentence: The woman emptied her mailbox. It contained a lot of junk. it left it unsupervised., Option1: she, Option2: she, Answer: she
Id: 902, Sentence: The woman suffered amnesia. She had an allergic reaction. it got into a car accident., Option1: she, Option2: she, Answer: she
Id: 903, Sentence: The woman got a body rash. She had an allergic reaction. She got into it., Option1: a car accident, Option2: a car accident, Answer: a car accident
Id: 904, Sentence: I needed to get cash. it went to the bank. I bought a wallet., Option1: i, Option2: i, Answer: i
Id: 905, Sentence: I needed to get cash. I went to the bank. I bought it., Option1: a wallet, Option2: a wallet, Answer: a wallet
Id: 906, Sentence: I needed to get cash. I went to the bank. I bought it., Option1: a wallet, Option2: a wallet, Answer: a wallet
Id: 907, Sentence: I needed to carry cash. I went to it. I bought a wallet., Option1: the bank, Option2: the bank, Answer: the bank
Id: 908, Sentence: I needed to carry cash. I went to the bank. it bought a wallet., Option1: i, Option2: i, Answer: i
Id: 909, Sentence: I needed to carry cash. I went to the bank. it bought a wallet., Option1: i, Option2: i, Answer: i
Id: 910, Sentence: The rider fell to the ground. The bull bucked it. The bull chased the rider., Option1: the rider, Option2: the rider, Answer: the rider
